Time (UTC),Conversation ID,Message ID,Sender Name,Message Content,is_follow_up,is_follow_up_unmapped,main_use_case,sub_use_case,classification_reason
23-04-2026 04:00:31,01KPW7WXVHXF7DFPER10VAG4D4,01KPW7XVDXE07SB581SRVFRH9A,,"Dựa trên các tài liệu được cung cấp, tình hình bội chi ngân sách nhà nước (NSNN) giai đoạn 2022-2024 được tổng hợp như sau:

*   **Năm 2022:**
    *   Theo quyết toán ngân sách nhà nước năm 2022, số thực hiện quyết toán bội chi NSNN là **293.313 tỷ đồng**, tương đương **3,07% GDP**.
    *   Trong đó, bội chi ngân sách trung ương (NSTW) là 287.397 tỷ đồng và bội chi ngân sách địa phương (NSĐP) là 5.916 tỷ đồng.
    *   Mức quyết toán này thấp hơn so với dự toán ban đầu (dự toán bội chi là 442.233 tỷ đồng).

*   **Năm 2023:**
    *   Số liệu ghi nhận bội chi NSNN là **291,6 nghìn tỷ đồng**.

*   **Năm 2024:**
    *   Số liệu ghi nhận bội chi NSNN là **359,7 nghìn tỷ đồng**.
    *   Một tài liệu khác cho biết tỷ lệ bội chi bình quân trong năm 2024 đạt khoảng **3,1% GDP**.

**Tóm tắt số liệu bội chi NSNN (đơn vị: nghìn tỷ đồng):**

| Chỉ tiêu | 2022 | 2023 | 2024 |
| :--- | :---: | :---: | :---: |
| **Bội chi NSNN** | 293,3 | 291,6 | 359,7 |

---
**Nguồn tham khảo:**
1. [QUYẾT ĐỊNH Về việc công bố công khai quyết toán ngân sách nhà nước năm 2022](https://vbpq.mof.gov.vn/Detail?contentType=LegalDocument&id=329197&tab=99)
2. [BÁO CÁO THƯỜNG NIÊN<br>THỊ TRƯỜNG TRÁI PHIẾU VIỆT NAM](https://mof.gov.vn/trai-phieu-chinh-phu/cong-bo-bao-cao-thi-truong-trai-phieu-viet-nam-2024-quy-mo-thi-truong-tang-truong-tich-cuc-dat-hon-37-trieu-ty-dong)
3. [Tái cơ cấu ngân sách nhà nước và quản lý nợ công: Xây dựng nền tài chính quốc gia an toàn, bền vững](https://baodautu.vn/tai-co-cau-ngan-sach-nha-nuoc-va-quan-ly-no-cong-xay-dung-nen-tai-chinh-quoc-gia-an-toan-ben-vung-d361916.html)

---
Bạn có muốn tìm hiểu thêm về tình hình thu ngân sách nhà nước trong cùng giai đoạn này không?",False,False,,,
23-04-2026 04:01:54,01KPW7WXVHXF7DFPER10VAG4D4,01KPW80QYGHMTHK7WQFFR6VGCQ,Bé,Bội chi năm 2020-2023,False,False,Tra cứu & cập nhật CS,,Yêu cầu tra cứu dữ liệu bội chi ngân sách giai đoạn 2020-2023
23-04-2026 04:02:05,01KPW7WXVHXF7DFPER10VAG4D4,01KPW80QZCBS4P3E8A6HNSEWF3,,"Dựa trên các tài liệu được cung cấp, tình hình bội chi ngân sách nhà nước (NSNN) giai đoạn 2020-2023 được tổng hợp như sau:

* **Năm 2020:**
    * Quốc hội đã phê chuẩn quyết toán ngân sách nhà nước năm 2020 với mức bội chi bằng **3,44% GDP**.
    * Trước đó, dự toán bội chi NSNN năm 2020 được quyết định là 234,8 nghìn tỷ đồng, tương đương 3,44% GDP.

* **Năm 2021:**
    * Số liệu ghi nhận bội chi NSNN là **214,0 nghìn tỷ đồng**.

* **Năm 2022:**
    * Theo quyết toán ngân sách nhà nước năm 2022, số thực hiện quyết toán bội chi NSNN là **293.313 tỷ đồng**, tương đương **3,07% GDP**.
    * Trong đó, bội chi ngân sách trung ương (NSTW) là 287.397 tỷ đồng và bội chi ngân sách địa phương (NSĐP) là 5.916 tỷ đồng.

* **Năm 2023:**
    * Dự toán bội chi NSNN năm 2023 là 455.500 tỷ đồng, tương đương 4,42% GDP.
    * Số thực hiện quyết toán bội chi NSNN là **291.564 tỷ đồng**, bằng **2,83% GDP** thực hiện.
    * Trong đó, bội chi NSTW là 284.913 tỷ đồng và bội chi NSĐP là 6.651 tỷ đồng.

**Tóm tắt số liệu bội chi NSNN (đơn vị: nghìn tỷ đồng):**

| Chỉ tiêu | 2020 | 2021 | 2022 | 2023 |
| :--- | :---: | :---: | :---: | :---: |
| **Bội chi NSNN** | *Chưa rõ số tuyệt đối* | 214,0 | 293,3 | 291,6 |
| **Tỷ lệ bội chi/GDP** | 3,44% | *Chưa rõ* | 3,07% | 2,83% |

---
**Nguồn tham khảo:**
1. [Podcasts](https://thoibaotaichinhvietnam.vn/podcasts&BRSR=1092)
2. [bội chi ngân sách nhà nước : Tin tức, hình ảnh về bội chi ngân sách nhà nước – baodautu.vn](https://baodautu.vn/tag/boi-chi-ngan-sach-nha-nuoc/)
3. [BÁO CÁO THƯỜNG NIÊN<br>THỊ TRƯỜNG TRÁI PHIẾU VIỆT NAM](https://mof.gov.vn/trai-phieu-chinh-phu/cong-bo-bao-cao-thi-truong-trai-phieu-viet-nam-2024-quy-mo-thi-truong-tang-truong-tich-cuc-dat-hon-37-trieu-ty-dong)
4. [QUYẾT ĐỊNH Về việc công bố công khai quyết toán ngân sách nhà nước năm 2022](https://vbpq.mof.gov.vn/Detail?contentType=LegalDocument&id=329197&tab=99)
5. [QUYẾT ĐỊNH Về việc công bố công khai quyết toán ngân sách nhà nước năm 2023](https://vbpq.mof.gov.vn/Detail?contentType=LegalDocument&id=469646&tab=99)
6. [BÁO CÁO THUYẾT MINH Quyết toán ngân sách nhà nước năm 2023 (Kèm theo Quyết định số 2557/QĐ-BTC ngày 23 tháng 7 năm 2025 của Bộ Tài chính)](https://mof.gov.vn/bo-tai-chinh/nam-2023/quyet-dinh-2557qd-btc-ve-viec-cong-bo-cong-khai-quyet-toan-ngan-sach-nha-nuoc-nam-2023)
7. [Tổng mức vay của ngân sách năm 2023 giảm 25,5%](https://thoibaotaichinhvietnam.vn/tong-muc-vay-cua-ngan-sach-nam-2023-giam-255-176599.html)

---
Bạn có muốn tìm hiểu thêm về tình hình thu ngân sách nhà nước trong cùng giai đoạn này không?",False,False,,,
23-04-2026 04:07:26,01KPW7WXVHXF7DFPER10VAG4D4,01KPW8AWMWDY3EPGS8MPY9CQB8,Bé,Năm 2021 tương đương bao nhiêu phần trăm GDP,False,False,Tin tức & Nội dung khác,,"Câu hỏi về tỷ lệ bội chi so với GDP, thuộc thông tin kinh tế vĩ mô"
23-04-2026 04:07:33,01KPW7WXVHXF7DFPER10VAG4D4,01KPW8AWNMVJHNWFH59NCCBNG0,,"Dựa trên các tài liệu về quyết toán ngân sách nhà nước năm 2021, thông tin về tỷ lệ bội chi ngân sách nhà nước (NSNN) so với GDP như sau:

* **Dự toán:** Quốc hội đã biểu quyết thông qua nghị quyết về dự toán ngân sách nhà nước năm 2021 với mức cho phép bội chi ngân sách nhà nước là **4% GDP**.
* **Quyết toán:** Theo quyết toán cân đối ngân sách nhà nước năm 2021, số liệu thực hiện về tỷ lệ bội chi NSNN so với GDP không được ghi nhận con số cụ thể trong bảng tổng hợp tỷ lệ.

---
**Nguồn tham khảo:**
1. [Thời sự](https://thoibaotaichinhvietnam.vn/video/thong-tin-tai-chinh&BRSR=1530)
2. [NGHỊ QUYẾT Về nhiệm vụ, giải pháp chủ yếu thực hiện Kế hoạch phát triển kinh tế](https://baohiemxahoi.gov.vn/vanban/Pages/default.aspx?ItemID=4139)
3. [NGHỊ QUYẾT](https://www.gdt.gov.vn/wps/portal/!ut/p/z1/vVJNU4MwFPwr9tBjJo-vEI4UO4V-TseRllyYQCmgbQCNaP31htaDl1qdjubysvM2u-9lFjO8xkzwtsy5LCvBdwpHjMTecuKFkxAAHEuHYDYMb6cugYUGOMQMs1TIWhY4yjfyJq2EzITswzOPFT7WlouEiy_XuuB183LowwnGIi9KhTNF10HX-kAdaicOzRAxCUVmuk0RtzhBlk1BI5a2hYR0znVabnD0I_bq0ipMteHMcUG9Z0eKN3J9054CUHMEEJiDxdz3lhoExifhG41IzWCfncHX8aots1d8L6qnvfr9u1-u6F900K50uCBv_Km8A1fKjzHLd1VyynX50DTMVeHtAvsm8fqf01vv99Q4oMftbGiY0bh9H8xRV6Zur_cB8e-cfg!!/dz/d5/L2dBISEvZ0FBIS9nQSEh/)
4. [QUYẾT ĐỊNH Về việc công bố công khai quyết toán ngân sách nhà nước năm 2021](https://vbpq.mof.gov.vn/Detail?contentType=LegalDocument&id=152814&tab=99)

---
Bạn có muốn tìm hiểu thêm về số thực hiện quyết toán bội chi ngân sách trung ương và ngân sách địa phương năm 2021 không?",False,False,,,
23-04-2026 04:34:24,01KPW7WXVHXF7DFPER10VAG4D4,01KPW9W8PP7VQBGB1VYK509Y7D,Bé,Nghị quyết 2020,False,False,Tra cứu văn bản PL,,Yêu cầu tìm kiếm văn bản pháp luật theo tên cụ thể
23-04-2026 04:34:34,01KPW7WXVHXF7DFPER10VAG4D4,01KPW9W8QE8PA55N2GJFC3KYEJ,,"Do câu hỏi của bạn chỉ đề cập đến ""Nghị quyết 2020"" mà không nêu rõ nội dung hoặc cơ quan ban hành, trong khi các tài liệu hiện có đề cập đến nhiều loại Nghị quyết khác nhau liên quan đến năm 2020, vui lòng xác nhận bạn đang muốn tìm hiểu về loại Nghị quyết nào trong các lựa chọn sau:

| Số hiệu Nghị quyết | Mô tả nội dung |
| :--- | :--- |
| **Nghị quyết số 01/NQ-CP** | Về những nhiệm vụ, giải pháp chủ yếu chỉ đạo điều hành thực hiện kế hoạch phát triển kinh tế - xã hội và dự toán NSNN năm 2020 |
| **Nghị quyết số 02/NQ-CP** | Về tiếp tục thực hiện những nhiệm vụ, giải pháp chủ yếu cải thiện môi trường kinh doanh, nâng cao năng lực cạnh tranh quốc gia năm 2020 |
| **Nghị quyết số 84/NQ-CP** | Về nhiệm vụ, giải pháp tháo gỡ khó khăn cho sản xuất kinh doanh, thúc đẩy giải ngân vốn đầu tư công và bảo đảm trật tự an toàn xã hội trong bối cảnh đại dịch Covid-19 |
| **Nghị quyết số 116/2020/QH14** | Về giảm thuế thu nhập doanh nghiệp phải nộp của năm 2020 đối với doanh nghiệp, hợp tác xã, đơn vị sự nghiệp và tổ chức khác |
| **Nghị quyết số 122/2020/QH14** | Về Kỳ họp thứ 9, Quốc hội khóa XIV |

---
**Nguồn tham khảo:**
1. [THÔNG TƯ Hướng dẫn xây dựng dự toán ngân sách nhà nước năm 2021, kế hoạch tài chính](https://vbpq.mof.gov.vn/Detail?contentType=LegalDocument&id=77247&tab=99)
2. [NGHỊ QUYẾT Về đẩy mạnh đổi mới, nâng cao hiệu quả hoạt động của doanh nghiệp nhà nước](https://baohiemxahoi.gov.vn/vanban/Pages/default.aspx?ItemID=4117)
3. [Câu hỏi: 114725 | Trả lời: 44100](https://portal.mof.gov.vn/hoidapcstc/home/cthoidap/114725)
4. [NGHỊ ĐỊNH Bãi bỏ một số văn bản quy phạm pháp luật của Chính phủ](https://www.gdt.gov.vn/wps/portal/!ut/p/z1/vVJNU8IwFPwrcuixk9cklHIslaHlcxjHQnNhQpu2UUiLxir-egN48ILoMJrLy87b7L6XWcTQEjHFG1lwLSvFNwYnzF0F81EQj2IA6LYxRJN-fDv2XZg5gGLEEEuVrnWJkiLTN2mltFDagme-MvhYG67WXH251iWvdy97C05wpYpSZlKVFmDAxAIKudPBjrBz7BGbCpHb3XbGbey1s8ylIIRLDsZ1KjOU_Ii9uLQJM204c3ww79mREgz8kHbGAB4dAES0N5uGwdyBiHwSvtFIzAydszOEGC0aKV7Rvaqetubz7365YnjRwbnS4YI8-VP5LlwpP0Ss2FTrU6zlw27HfJPdQ17fNFr-b3jr7dYje_sxn_QJTYbNe29qH8rYb7U-AHFYR9Q!/dz/d5/L2dBISEvZ0FBIS9nQSEh/)

---
Bạn có muốn tìm hiểu chi tiết về các giải pháp tháo gỡ khó khăn cho sản xuất kinh doanh trong Nghị quyết số 84/NQ-CP không?",False,False,,,
23-04-2026 04:35:40,01KPW7WXVHXF7DFPER10VAG4D4,01KPW9YJPBPX63SJVWGM8GAAK7,Bé,Quyết định về việc công khai quyết toán bội chi NSNNnăm 2020,False,False,Tra cứu văn bản PL,,Yêu cầu tìm kiếm văn bản pháp luật liên quan đến công khai quyết toán bội chi
23-04-2026 04:35:48,01KPW7WXVHXF7DFPER10VAG4D4,01KPW9YJQ95541V84CDP5151A5,,"Dựa trên các tài liệu được cung cấp, có các quyết định liên quan đến việc công bố công khai quyết toán ngân sách năm 2020 như sau:

*   **Quyết định số 1420/QĐ-BTC**: Về việc công bố công khai quyết toán ngân sách nhà nước năm 2020.
*   **Quyết định số 118/QĐ-BTC**: Về việc công bố công khai quyết toán ngân sách năm 2020 của Bộ Tài chính (ban hành ngày 08/02/2022).

Ngoài ra, còn có các quyết định công khai quyết toán cho các đơn vị cụ thể trong năm 2020:
*   **Quyết định số 1909/QĐ-TCT** của Tổng cục Thuế về việc công bố công khai quyết toán chi ngân sách nhà nước năm 2020 của Cơ quan Tổng cục Thuế.
*   **Quyết định số 256/QĐ-TCTC** của Tạp chí Tài chính về việc công bố công khai quyết toán ngân sách năm 2020 của Tạp chí Tài chính.

---
**Nguồn tham khảo:**
1. [1420/QĐ-BTC](https://vbpq.mof.gov.vn/Detail?contentType=LegalDocument&id=107817&tab=99)
2. [118/QĐ-BTC](https://vbpq.mof.gov.vn/Detail?contentType=LegalDocument&id=129875&tab=99)
3. [QUYẾT ĐỊNH Về việc công bố công khai quyết toán chi ngân sách nhà nước năm 2020 của Cơ quan Tổng cục Thuế](https://www.gdt.gov.vn/wps/portal/!ut/p/z1/vVJNc4IwFPwr9cCRyQPC1xGpIyrqOJ2i5MIEiEorAdqU1v76Bu2hF0s7TpvLezvZ7L6XWUTQBhFO22JHRVFxepA4Jlbir2Z-NIsAwDV1mMxH0W3oWbDUAEWIIJJxUYs9ine5uMkqLhgXCjzTROJTbSlPKf_S1ntaNy9HBc4wkT0TecH3CuigawpsdRdnqblVGaWpiqlpqa6tMdV2MKU2M0yd5Z1znRU5in_EXvetQuQ1XDgeyPfkRPHHXoDtEMDBY4AJHi4Xgb_SYGJ8Er7RiOUM9sUZAh2t24K9ontePZXy9-9-uWLQ66Bd6dAjb_ypvAtXyk8R2R2q9Jzr4qFpiCfD2wX2TaDNP6e3LkvHOKqP2_nIwPG0fR8u1K6E3mDwAd5C270!/dz/d5/L2dBISEvZ0FBIS9nQSEh/)
4. [Văn bản: Ngày 10/06/2021, Tạp chí Tài chính ban hành Quyết định số 256/QĐ-TCTC về việc công bố công khai quyết toán ngân sách năm 2020 của Tạp chí Tài chính](https://tapchikinhtetaichinh.vn/316.docs)

---
Bạn có muốn tìm hiểu thêm về số liệu bội chi ngân sách nhà nước năm 2020 được Quốc hội phê chuẩn không?",False,False,,,
23-04-2026 04:39:02,01KPW7WXVHXF7DFPER10VAG4D4,01KPWA4QX5BBKCRJXWNYRJ4M5A,Bé,Tính hình bội chi ngân sách nhà nước sau đại dịch Covid-19,False,False,Tra cứu & cập nhật CS,,Câu hỏi phân tích chính sách bội chi trong bối cảnh dịch bệnh
23-04-2026 04:39:14,01KPW7WXVHXF7DFPER10VAG4D4,01KPWA4QY0CV28EE9PTZ9QR2NA,,"Dựa trên các tài liệu được cung cấp, tình hình bội chi ngân sách nhà nước (NSNN) trong giai đoạn sau đại dịch Covid-19 có những đặc điểm chính như sau:

**1. Giai đoạn phục hồi và điều hành sau đại dịch (2021 - 2024):**
*   **Năm 2021:** Trong bối cảnh đại dịch tái bùng phát, Chính phủ đã thực hiện chính sách tài khóa mở rộng, có trọng tâm như giãn, hoãn, giảm thu (đặc biệt là thuế GTGT, thuế bảo vệ môi trường đối với xăng dầu...) với quy mô hỗ trợ lên tới 400 nghìn tỷ đồng để hỗ trợ phục hồi kinh tế.
*   **Năm 2022:**
    *   Dự toán bội chi NSNN là 442.233 tỷ đồng.
    *   Quyết toán thực tế là 293.313 tỷ đồng, tương đương 3,07% GDP, giảm so với dự toán và thấp hơn mức bội chi 4% GDP mà Quốc hội giao đầu năm.
*   **Năm 2023:**
    *   Dự toán bội chi NSNN là 455.500 tỷ đồng.
    *   Quyết toán thực tế là 291.564 tỷ đồng, tương đương 2,83% GDP, thấp hơn so với mức bội chi 4,42% GDP mà Quốc hội giao đầu năm.
*   **Năm 2024:** Tỷ lệ bội chi bình quân giai đoạn 2021 - 2023 đạt khoảng 3,42% GDP, và riêng năm 2024 giảm xuống còn 3,1% GDP.

**2. Định hướng và dự báo giai đoạn tiếp theo (2025 - 2026):**
*   **Năm 2025:**
    *   Dự toán bội chi NSNN là 471,5 nghìn tỷ đồng, tương đương 3,8% GDP.
    *   Bội chi ước thực hiện khoảng 462 nghìn tỷ đồng, tương đương khoảng 3,6% GDP.
*   **Năm 2026:** Dự toán bội chi NSNN năm 2026 là 605,8 nghìn tỷ đồng, tương đương 4,2% GDP.

**Tóm lược xu hướng:**
Trong giai đoạn 2021 - 2025, tỷ lệ bội chi bình quân được xác định là 3,7% GDP với mục tiêu giảm xuống dưới mức này. Việc điều hành ngân sách đã có sự chuyển dịch tích cực, ưu tiên nguồn lực cho phục hồi kinh tế, an sinh xã hội và các chương trình phát triển sau đại dịch.

---
**Nguồn tham khảo:**
1. [Cơ cấu lại ngân sách nhà nước, quản lý nợ công bảo đảm nền tài chính quốc gia an toàn, bền vững](https://tapchikinhtetaichinh.vn/co-cau-lai-ngan-sach-nha-nuoc-quan-ly-no-cong-bao-dam-nen-tai-chinh-quoc-gia-an-toan-ben-vung-151186.html)
2. [QUYẾT ĐỊNH Về việc công bố công khai quyết toán ngân sách nhà nước năm 2022](https://vbpq.mof.gov.vn/Detail?contentType=LegalDocument&id=329197&tab=99)
3. [BÁO CÁO THUYẾT MINH Quyết toán ngân sách nhà nước năm 2023 (Kèm theo Quyết định số 2557/QĐ-BTC ngày 23 tháng 7 năm 2025 của Bộ Tài chính)](https://mof.gov.vn/bo-tai-chinh/nam-2023/quyet-dinh-2557qd-btc-ve-viec-cong-bo-cong-khai-quyet-toan-ngan-sach-nha-nuoc-nam-2023)
4. [Tái cơ cấu ngân sách nhà nước và quản lý nợ công: Xây dựng nền tài chính quốc gia an toàn, bền vững](https://baodautu.vn/tai-co-cau-ngan-sach-nha-nuoc-va-quan-ly-no-cong-xay-dung-nen-tai-chinh-quoc-gia-an-toan-ben-vung-d361916.html)
5. [DỰ TOÁN NGÂN SÁCH NHÀ NƯỚC NĂM 2026](https://mof.gov.vn/bo-tai-chinh/du-thao-du-toan-trinh-quoc-hoi-nam-2025/du-toan-nam-2026-chinh-phu-trinh-quoc-hoi)
6. [Dự toán bội chi ngân sách năm 2026 gần 606 nghìn tỷ đồng](https://thoibaotaichinhvietnam.vn/du-toan-boi-chi-ngan-sach-nam-2026-gan-606-nghin-ty-dong-185413.html)
7. [Tài chính](https://thoibaotaichinhvietnam.vn/tai-chinh&s_cond=&BRSR=750)

---
Bạn có muốn tìm hiểu thêm về các biện pháp hỗ trợ doanh nghiệp và người dân trong giai đoạn phục hồi sau dịch Covid-19 không?",False,False,,,
23-04-2026 04:42:34,01KPW7WXVHXF7DFPER10VAG4D4,01KPWAB70YKJCERGXDF6350WF5,Bé,Năm 2020,False,False,Ngoài phạm vi (Từ chối),Không liên quan tài chính,Thông tin năm 2020 không liên quan đến chính sách/tình huống tài chính cụ thể
23-04-2026 04:42:43,01KPW7WXVHXF7DFPER10VAG4D4,01KPWAB71TDKFAB8HNED60DY1P,,"Dựa trên các tài liệu được cung cấp, tình hình ngân sách nhà nước (NSNN) năm 2020 có các thông tin chính như sau:

**1. Bội chi ngân sách nhà nước năm 2020:**
* **Dự toán:** Trước khi dịch Covid-19 xảy ra, Quốc hội đã quyết định dự toán bội chi NSNN năm 2020 là 234,8 nghìn tỷ đồng, tương đương 3,44% GDP. Tuy nhiên, do tác động của dịch Covid-19 ảnh hưởng đến số thu, con số này có thể tăng lên.
* **Quyết toán:** Quốc hội đã thông qua Nghị quyết phê chuẩn quyết toán NSNN năm 2020 với mức bội chi là 3,44% tổng sản phẩm trong nước (GDP), không bao gồm kết dư ngân sách địa phương.
* **Số liệu khác:** Một báo cáo về thị trường trái phiếu cho thấy số liệu bội chi NSNN năm 2020 là 216,4 nghìn tỷ đồng.

**2. Thu và chi ngân sách nhà nước năm 2020:**
* **Thu NSNN:** Đạt 1.510,5 nghìn tỷ đồng.
* **Chi NSNN:** Đạt 1.709,5 nghìn tỷ đồng.

**3. Các văn bản liên quan đến quyết toán năm 2020:**
* Quyết định số 1420/QĐ-BTC về việc công bố công khai quyết toán NSNN năm 2020.
* Quyết định số 118/QĐ-BTC ngày 08/02/2022 về việc công bố công khai quyết toán ngân sách năm 2020 của Bộ Tài chính.
* Quyết định số 1909/QĐ-TCT ngày 20/12/2021 của Tổng cục Thuế về việc công bố công khai quyết toán chi NSNN năm 2020 của Cơ quan Tổng cục Thuế.

---
**Nguồn tham khảo:**
1. [bội chi ngân sách nhà nước : Tin tức, hình ảnh về bội chi ngân sách nhà nước – baodautu.vn](https://baodautu.vn/tag/boi-chi-ngan-sach-nha-nuoc/)
2. [Podcasts](https://thoibaotaichinhvietnam.vn/podcasts&BRSR=1092)
3. [BÁO CÁO THƯỜNG NIÊN<br>THỊ TRƯỜNG TRÁI PHIẾU VIỆT NAM](https://mof.gov.vn/trai-phieu-chinh-phu/cong-bo-bao-cao-thi-truong-trai-phieu-viet-nam-2024-quy-mo-thi-truong-tang-truong-tich-cuc-dat-hon-37-trieu-ty-dong)
4. [1420/QĐ-BTC](https://vbpq.mof.gov.vn/Detail?contentType=LegalDocument&id=107817&tab=99)
5. [118/QĐ-BTC](https://vbpq.mof.gov.vn/Detail?contentType=LegalDocument&id=129875&tab=99)
6. [QUYẾT ĐỊNH Về việc công bố công khai quyết toán chi ngân sách nhà nước năm 2020 của Cơ quan Tổng cục Thuế](https://www.gdt.gov.vn/wps/portal/!ut/p/z1/vVJNc4IwFPwr9cCRyQPC1xGpIyrqOJ2i5MIEiEorAdqU1v76Bu2hF0s7TpvLezvZ7L6XWUTQBhFO22JHRVFxepA4Jlbir2Z-NIsAwDV1mMxH0W3oWbDUAEWIIJJxUYs9ine5uMkqLhgXCjzTROJTbSlPKf_S1ntaNy9HBc4wkT0TecH3CuigawpsdRdnqblVGaWpiqlpqa6tMdV2MKU2M0yd5Z1znRU5in_EXvetQuQ1XDgeyPfkRPHHXoDtEMDBY4AJHi4Xgb_SYGJ8Er7RiOUM9sUZAh2t24K9ontePZXy9-9-uWLQ66Bd6dAjb_ypvAtXyk8R2R2q9Jzr4qFpiCfD2wX2TaDNP6e3LkvHOKqP2_nIwPG0fR8u1K6E3mDwAd5C270!/dz/d5/L2dBISEvZ0FBIS9nQSEh/)

---
Bạn có muốn tìm hiểu thêm về tình hình quyết toán ngân sách nhà nước của các năm tiếp theo không?",False,False,,,
23-04-2026 04:10:49,01KPW8G5JH7YXEH3JXRNKTY5GP,01KPW8H37H6T5JWQ6Z83SNH7XX,Kim,Tôi muốn xem danh sách doanh nghiệp thẩm định giá đủ điều kiện,False,False,Tra cứu & cập nhật CS,,Yêu cầu tra cứu danh sách doanh nghiệp theo quy định hiện hành
23-04-2026 04:11:00,01KPW8G5JH7YXEH3JXRNKTY5GP,01KPW8H38CDYA1BQMY0Q4NV15Q,,"Dựa trên các thông tin từ Bộ Tài chính, tôi xin cung cấp thông tin về danh sách doanh nghiệp thẩm định giá đủ điều kiện như sau:

Từ đầu năm 2026, Bộ Tài chính đã công bố danh sách **277 doanh nghiệp** đủ điều kiện kinh doanh dịch vụ thẩm định giá. Các doanh nghiệp này tiếp tục được kinh doanh dịch vụ thẩm định giá theo Giấy chứng nhận đủ điều kiện kinh doanh dịch vụ thẩm định giá đã được Bộ Tài chính cấp.

Một số thông tin chi tiết liên quan:
* **Thông báo pháp lý:** Việc công bố danh sách được thực hiện theo Thông báo số 1294/TB-BTC của Bộ Tài chính.
* **Danh sách không đủ điều kiện:** Bộ Tài chính cũng đã công bố danh sách 06 doanh nghiệp và chi nhánh doanh nghiệp thẩm định giá không bảo đảm điều kiện kinh doanh dịch vụ thẩm định giá trong năm 2026.
* **Ví dụ về một số doanh nghiệp đủ điều kiện (theo Phụ lục 01 của Thông báo 1294/TB-BTC):**
    * Công ty CP Thẩm định giá AVALUE Việt Nam.
    * Công ty TNHH Thẩm định giá Bắc Việt.
    * Công ty CP Thẩm định giá Vinacontrol.
    * Công ty TNHH Thẩm định giá Sao Kim.
    * Công ty TNHH Thẩm định giá Tin Việt.
    * Công ty TNHH Thẩm định giá Fair Value.
    * Công ty TNHH Thẩm định giá SVVN.
    * Công ty CP Thẩm định giá DTC (được thông báo đủ điều kiện kể từ ngày 28/01/2026).

Để tra cứu danh sách đầy đủ và chi tiết nhất về các doanh nghiệp cũng như các thẩm định viên về giá tại mỗi doanh nghiệp, bạn nên tham khảo trực tiếp các phụ lục kèm theo Thông báo số 1294/TB-BTC của Bộ Tài chính.

---
**Nguồn tham khảo:**
1. [Bộ Tài chính siết kỷ cương hoạt động thẩm định giá sau kiểm tra 23 doanh nghiệp](https://baodautu.vn/bo-tai-chinh-siet-ky-cuong-hoat-dong-tham-dinh-gia-sau-kiem-tra-23-doanh-nghiep-d537134.html)
2. [Công bố 277 doanh nghiệp đủ điều kiện kinh doanh thẩm định giá năm 2026 | Thời báo Tài chính Việt Nam](https://thoibaotaichinhvietnam.vn/cong-bo-277-doanh-nghiep-du-dieu-kien-kinh-doanh-tham-dinh-gia-nam-2026-190335.html)
3. [THÔNG BÁO](https://mof.gov.vn/bo-tai-chinh/thong-tin-dich-vu-tai-chinh/thong-bao-so-1294tb-btc-ve-danh-sach-tham-dinh-vien-ve-gia-tai-cac-doanh-nghiep-tham-dinh-gia-ke-tu-ngay-01-thang-01-nam-2026-va-danh-sach-doanh-nghiep-tham-dinh-gia-chi-nhanh-doanh-nghiep-tham-dinh-gia-khong-bao-dam-dieu-kien-kinh-doanh-dich-vu-tham-dinh-gia-nam-2026)
4. [THÔNG BÁO Về danh sách thẩm định viên về giá năm 2026 tại Công ty CP Thẩm định giá DTC](https://mof.gov.vn/bo-tai-chinh/thong-tin-dich-vu-tai-chinh/thong-bao-so-113tb-btc-ve-viec-dieu-chinh-thong-tin-ve-tham-dinh-vien-ve-gia-nam-2026)

---
Bạn có muốn tìm hiểu thêm về các quy định về đào tạo và cấp chứng chỉ nghiệp vụ thẩm định giá không?",False,False,,,
23-04-2026 05:04:53,01KPWBJE2YK1ZW2P2H94FWS5ZA,01KPWBM29EDR448NKAAPP2VMQV,BP,Mình muốn tra công ty tnhh kiểm toán và tư vấn kansa việt nam có thuộc danh sách được kiểm toán không,False,False,Tình huống TTHC,,Tình huống kiểm tra tư cách kiểm toán của doanh nghiệp cụ thể
